Year,State,District,Crop,Area_ha,Irrigation_Days,Pump_Type,Water_L_per_ha_day,Efficiency,Total_Water_Used_L,Carbon_Emissions_kg,Solar_Used
2018,Haryana,Hisar,Maize,28,139,Electric,4000,0.8,12454400.0,18681.6,0
2019,Haryana,Rohtak,Cotton,30,146,Diesel,7000,1.0,30660000.0,82168.8,0
2018,Haryana,Gurgaon,Wheat,12,167,Diesel,5000,1.0,10020000.0,26853.600000000002,0
2018,Punjab,Ludhiana,Paddy,2,178,Diesel,15000,1.0,5340000.0,14311.2,0
2022,Haryana,Panipat,Mustard,45,151,Electric,4500,0.8,24462000.0,36693.0,0
2023,Punjab,Bathinda,Wheat,14,175,Diesel,5000,1.0,12250000.0,32830.0,0
2018,Punjab,Patiala,Wheat,16,92,Diesel,5000,1.0,7360000.0,19724.800000000003,0
2020,Haryana,Gurgaon,Paddy,39,63,Diesel,15000,1.0,36855000.0,98771.40000000001,0
2016,Haryana,Gurgaon,Sugarcane,33,63,Electric,18000,0.8,29937600.0,44906.399999999994,0
2018,Punjab,Bathinda,Mustard,24,157,Diesel,4500,1.0,16956000.0,45442.08,0
2020,Haryana,Gurgaon,Cotton,27,60,Diesel,7000,1.0,11340000.0,30391.2,0
2022,Punjab,Amritsar,Mustard,30,100,Diesel,4500,1.0,13500000.0,36180.0,0
2023,Punjab,Ludhiana,Maize,22,131,Diesel,4000,1.0,11528000.0,30895.04,0
2022,Haryana,Rohtak,Cotton,24,88,Diesel,7000,1.0,14784000.0,39621.12,0
2022,Haryana,Panipat,Paddy,6,170,Electric,15000,0.8,12240000.0,18360.0,0
2020,Haryana,Karnal,Mustard,23,172,Solar,4500,0.6,10681200.0,0.0,1
2018,Punjab,Patiala,Paddy,39,173,Diesel,15000,1.0,101205000.0,271229.4,0
2019,Punjab,Ludhiana,Sugarcane,24,68,Diesel,18000,1.0,29376000.0,78727.68000000001,0
2021,Punjab,Bathinda,Maize,3,104,Solar,4000,0.6,748800.0,0.0,1
2023,Punjab,Amritsar,Sugarcane,22,176,Electric,18000,0.8,55756800.0,83635.20000000001,0
2020,Haryana,Karnal,Maize,49,93,Electric,4000,0.8,14582400.0,21873.6,0
2021,Punjab,Bathinda,Mustard,24,139,Diesel,4500,1.0,15012000.0,40232.16,0
2018,Punjab,Bathinda,Sugarcane,36,124,Diesel,18000,1.0,80352000.0,215343.36000000002,0
2019,Punjab,Ludhiana,Cotton,43,106,Diesel,7000,1.0,31906000.0,85508.08,0
2022,Haryana,Panipat,Paddy,15,118,Diesel,15000,1.0,26550000.0,71154.0,0
2023,Punjab,Ludhiana,Cotton,48,136,Electric,7000,0.8,36556800.0,54835.200000000004,0
2020,Punjab,Bathinda,Paddy,18,113,Electric,15000,0.8,24408000.0,36612.0,0
2023,Punjab,Bathinda,Wheat,24,115,Solar,5000,0.6,8280000.0,0.0,1
2016,Haryana,Panipat,Cotton,3,96,Diesel,7000,1.0,2016000.0,5402.88,0
2022,Punjab,Amritsar,Mustard,43,131,Diesel,4500,1.0,25348500.0,67933.98000000001,0
2023,Punjab,Patiala,Mustard,47,166,Diesel,4500,1.0,35109000.0,94092.12000000001,0
2019,Haryana,Rohtak,Wheat,24,141,Diesel,5000,1.0,16920000.0,45345.600000000006,0
2016,Haryana,Rohtak,Cotton,34,125,Diesel,7000,1.0,29750000.0,79730.0,0
2017,Haryana,Karnal,Mustard,19,102,Diesel,4500,1.0,8721000.0,23372.280000000002,0
2017,Haryana,Rohtak,Mustard,6,116,Diesel,4500,1.0,3132000.0,8393.76,0
2018,Punjab,Patiala,Wheat,45,107,Diesel,5000,1.0,24075000.0,64521.00000000001,0
2019,Punjab,Ludhiana,Wheat,27,114,Diesel,5000,1.0,15390000.0,41245.200000000004,0
2020,Punjab,Ludhiana,Paddy,34,98,Diesel,15000,1.0,49980000.0,133946.4,0
2016,Haryana,Karnal,Mustard,40,136,Diesel,4500,1.0,24480000.0,65606.40000000001,0
2017,Haryana,Hisar,Cotton,5,105,Diesel,7000,1.0,3675000.0,9849.0,0
2016,Punjab,Jalandhar,Mustard,12,133,Diesel,4500,1.0,7182000.0,19247.760000000002,0
2017,Haryana,Karnal,Maize,34,139,Diesel,4000,1.0,18904000.0,50662.72,0
2018,Haryana,Panipat,Wheat,9,143,Diesel,5000,1.0,6435000.0,17245.8,0
2018,Haryana,Gurgaon,Sugarcane,9,121,Diesel,18000,1.0,19602000.0,52533.36,0
2020,Haryana,Panipat,Paddy,11,108,Diesel,15000,1.0,17820000.0,47757.600000000006,0
2021,Haryana,Karnal,Sugarcane,21,132,Diesel,18000,1.0,49896000.0,133721.28,0
2021,Haryana,Karnal,Maize,20,108,Electric,4000,0.8,6912000.0,10368.0,0
2017,Punjab,Ludhiana,Sugarcane,49,112,Diesel,18000,1.0,98784000.0,264741.12,0
2020,Punjab,Amritsar,Maize,49,89,Electric,4000,0.8,13955200.0,20932.800000000003,0
2018,Punjab,Bathinda,Paddy,31,111,Electric,15000,0.8,41292000.0,61938.0,0
2023,Haryana,Karnal,Wheat,2,154,Diesel,5000,1.0,1540000.0,4127.2,0
2017,Punjab,Patiala,Paddy,14,172,Diesel,15000,1.0,36120000.0,96801.6,0
2023,Haryana,Karnal,Wheat,23,164,Electric,5000,0.8,15088000.0,22632.0,0
2023,Punjab,Jalandhar,Wheat,13,127,Diesel,5000,1.0,8255000.0,22123.4,0
2021,Haryana,Hisar,Paddy,15,128,Diesel,15000,1.0,28800000.0,77184.0,0
2018,Punjab,Patiala,Cotton,17,83,Diesel,7000,1.0,9877000.0,26470.36,0
2021,Punjab,Jalandhar,Wheat,48,114,Diesel,5000,1.0,27360000.0,73324.8,0
2020,Punjab,Ludhiana,Mustard,19,156,Diesel,4500,1.0,13338000.0,35745.840000000004,0
2023,Haryana,Karnal,Mustard,41,128,Diesel,4500,1.0,23616000.0,63290.880000000005,0
2018,Haryana,Rohtak,Cotton,35,169,Diesel,7000,1.0,41405000.0,110965.40000000001,0
2018,Punjab,Bathinda,Cotton,15,60,Solar,7000,0.6,3780000.0,0.0,1
2021,Haryana,Hisar,Cotton,3,117,Diesel,7000,1.0,2457000.0,6584.76,0
2016,Haryana,Gurgaon,Maize,38,178,Solar,4000,0.6,16233600.0,0.0,1
2017,Punjab,Patiala,Sugarcane,42,77,Diesel,18000,1.0,58212000.0,156008.16,0
2023,Haryana,Panipat,Maize,16,149,Diesel,4000,1.0,9536000.0,25556.480000000003,0
2021,Punjab,Bathinda,Sugarcane,13,80,Diesel,18000,1.0,18720000.0,50169.600000000006,0
2016,Punjab,Jalandhar,Paddy,19,142,Electric,15000,0.8,32376000.0,48564.0,0
2020,Punjab,Patiala,Sugarcane,20,80,Diesel,18000,1.0,28800000.0,77184.0,0
2023,Haryana,Rohtak,Wheat,43,152,Diesel,5000,1.0,32680000.0,87582.40000000001,0
2017,Punjab,Patiala,Wheat,3,155,Electric,5000,0.8,1860000.0,2790.0,0
2022,Haryana,Panipat,Maize,36,177,Diesel,4000,1.0,25488000.0,68307.84000000001,0
2022,Punjab,Ludhiana,Wheat,27,81,Diesel,5000,1.0,10935000.0,29305.800000000003,0
2022,Punjab,Patiala,Wheat,18,73,Diesel,5000,1.0,6570000.0,17607.600000000002,0
2021,Punjab,Bathinda,Sugarcane,22,172,Diesel,18000,1.0,68112000.0,182540.16,0
2017,Haryana,Gurgaon,Maize,37,123,Electric,4000,0.8,14563200.0,21844.800000000003,0
2017,Haryana,Hisar,Cotton,38,63,Diesel,7000,1.0,16758000.0,44911.44,0
2017,Haryana,Rohtak,Wheat,39,99,Diesel,5000,1.0,19305000.0,51737.4,0
2020,Punjab,Amritsar,Wheat,41,142,Diesel,5000,1.0,29110000.0,78014.8,0
2017,Punjab,Amritsar,Paddy,46,113,Diesel,15000,1.0,77970000.0,208959.6,0
2019,Punjab,Patiala,Cotton,16,173,Diesel,7000,1.0,19376000.0,51927.68,0
2016,Punjab,Bathinda,Maize,39,76,Electric,4000,0.8,9484800.0,14227.199999999999,0
2016,Punjab,Ludhiana,Sugarcane,19,145,Electric,18000,0.8,39672000.0,59508.0,0
2016,Punjab,Bathinda,Cotton,39,138,Diesel,7000,1.0,37674000.0,100966.32,0
2016,Punjab,Bathinda,Maize,12,164,Diesel,4000,1.0,7872000.0,21096.960000000003,0
2017,Punjab,Jalandhar,Paddy,49,114,Diesel,15000,1.0,83790000.0,224557.2,0
2019,Haryana,Panipat,Paddy,47,112,Diesel,15000,1.0,78960000.0,211612.80000000002,0
2018,Punjab,Ludhiana,Mustard,12,76,Diesel,4500,1.0,4104000.0,10998.720000000001,0
2023,Haryana,Rohtak,Cotton,24,174,Electric,7000,0.8,23385600.0,35078.399999999994,0
2017,Haryana,Gurgaon,Wheat,11,162,Diesel,5000,1.0,8910000.0,23878.800000000003,0
2018,Punjab,Jalandhar,Sugarcane,42,102,Solar,18000,0.6,46267200.0,0.0,1
2021,Haryana,Gurgaon,Sugarcane,23,119,Diesel,18000,1.0,49266000.0,132032.88,0
2021,Haryana,Hisar,Cotton,37,116,Diesel,7000,1.0,30044000.0,80517.92,0
2022,Punjab,Bathinda,Mustard,39,79,Diesel,4500,1.0,13864500.0,37156.86,0
2019,Punjab,Jalandhar,Wheat,22,153,Electric,5000,0.8,13464000.0,20196.0,0
2021,Haryana,Panipat,Wheat,19,106,Diesel,5000,1.0,10070000.0,26987.600000000002,0
2019,Haryana,Karnal,Sugarcane,18,170,Solar,18000,0.6,33048000.0,0.0,1
2019,Haryana,Rohtak,Sugarcane,48,130,Electric,18000,0.8,89856000.0,134784.0,0
2023,Punjab,Ludhiana,Paddy,26,147,Diesel,15000,1.0,57330000.0,153644.40000000002,0
2016,Punjab,Amritsar,Sugarcane,24,115,Diesel,18000,1.0,49680000.0,133142.4,0
2021,Punjab,Jalandhar,Cotton,37,139,Diesel,7000,1.0,36001000.0,96482.68000000001,0
2020,Punjab,Jalandhar,Cotton,7,133,Diesel,7000,1.0,6517000.0,17465.56,0
2019,Haryana,Karnal,Sugarcane,23,141,Solar,18000,0.6,35024400.0,0.0,1
2018,Haryana,Karnal,Mustard,25,137,Diesel,4500,1.0,15412500.0,41305.5,0
2021,Haryana,Panipat,Maize,42,125,Diesel,4000,1.0,21000000.0,56280.0,0
2016,Haryana,Rohtak,Cotton,15,62,Diesel,7000,1.0,6510000.0,17446.8,0
2020,Haryana,Karnal,Sugarcane,46,179,Diesel,18000,1.0,148212000.0,397208.16000000003,0
2021,Punjab,Bathinda,Mustard,29,122,Solar,4500,0.6,9552600.0,0.0,1
2019,Haryana,Rohtak,Wheat,36,158,Solar,5000,0.6,17064000.0,0.0,1
2019,Haryana,Hisar,Wheat,31,154,Diesel,5000,1.0,23870000.0,63971.600000000006,0
2018,Haryana,Gurgaon,Sugarcane,43,66,Diesel,18000,1.0,51084000.0,136905.12,0
2016,Punjab,Bathinda,Maize,31,163,Diesel,4000,1.0,20212000.0,54168.16,0
2023,Haryana,Karnal,Sugarcane,34,158,Electric,18000,0.8,77356800.0,116035.20000000001,0
2019,Haryana,Hisar,Wheat,7,148,Solar,5000,0.6,3108000.0,0.0,1
2019,Haryana,Rohtak,Wheat,43,138,Electric,5000,0.8,23736000.0,35604.0,0
2017,Punjab,Jalandhar,Maize,32,175,Diesel,4000,1.0,22400000.0,60032.0,0
2020,Punjab,Jalandhar,Wheat,28,171,Diesel,5000,1.0,23940000.0,64159.200000000004,0
2020,Haryana,Panipat,Paddy,19,121,Diesel,15000,1.0,34485000.0,92419.8,0
2023,Haryana,Panipat,Paddy,30,109,Diesel,15000,1.0,49050000.0,131454.0,0
2019,Punjab,Bathinda,Paddy,39,70,Diesel,15000,1.0,40950000.0,109746.0,0
2022,Punjab,Amritsar,Mustard,29,115,Diesel,4500,1.0,15007500.0,40220.100000000006,0
2021,Haryana,Gurgaon,Cotton,11,89,Electric,7000,0.8,5482400.0,8223.599999999999,0
2023,Haryana,Panipat,Cotton,18,145,Electric,7000,0.8,14616000.0,21924.0,0
2017,Punjab,Bathinda,Cotton,4,147,Diesel,7000,1.0,4116000.0,11030.880000000001,0
2019,Haryana,Karnal,Wheat,32,169,Diesel,5000,1.0,27040000.0,72467.2,0
2021,Punjab,Jalandhar,Maize,47,127,Diesel,4000,1.0,23876000.0,63987.68,0
2021,Punjab,Bathinda,Wheat,7,111,Diesel,5000,1.0,3885000.0,10411.800000000001,0
2021,Punjab,Amritsar,Cotton,5,117,Diesel,7000,1.0,4095000.0,10974.6,0
2017,Haryana,Hisar,Paddy,7,68,Electric,15000,0.8,5712000.0,8568.0,0
2018,Punjab,Bathinda,Mustard,3,152,Diesel,4500,1.0,2052000.0,5499.360000000001,0
2019,Haryana,Rohtak,Cotton,39,161,Electric,7000,0.8,35162400.0,52743.600000000006,0
2022,Punjab,Jalandhar,Wheat,36,112,Solar,5000,0.6,12096000.0,0.0,1
2017,Haryana,Panipat,Maize,22,93,Diesel,4000,1.0,8184000.0,21933.120000000003,0
2022,Haryana,Karnal,Sugarcane,32,161,Electric,18000,0.8,74188800.0,111283.20000000001,0
2017,Haryana,Karnal,Maize,47,160,Diesel,4000,1.0,30080000.0,80614.40000000001,0
2023,Punjab,Ludhiana,Maize,40,172,Electric,4000,0.8,22016000.0,33024.0,0
2019,Haryana,Rohtak,Wheat,11,88,Diesel,5000,1.0,4840000.0,12971.2,0
2018,Haryana,Rohtak,Sugarcane,5,171,Diesel,18000,1.0,15390000.0,41245.200000000004,0
2016,Punjab,Amritsar,Paddy,32,161,Diesel,15000,1.0,77280000.0,207110.40000000002,0
2016,Haryana,Hisar,Wheat,4,152,Electric,5000,0.8,2432000.0,3648.0,0
2020,Punjab,Amritsar,Wheat,45,167,Solar,5000,0.6,22545000.0,0.0,1
2020,Punjab,Patiala,Maize,32,132,Electric,4000,0.8,13516800.0,20275.199999999997,0
2020,Haryana,Panipat,Mustard,25,78,Solar,4500,0.6,5265000.0,0.0,1
2020,Haryana,Panipat,Wheat,12,152,Electric,5000,0.8,7296000.0,10944.0,0
2018,Punjab,Amritsar,Sugarcane,9,121,Diesel,18000,1.0,19602000.0,52533.36,0
2019,Punjab,Ludhiana,Wheat,35,87,Solar,5000,0.6,9135000.0,0.0,1
2023,Haryana,Gurgaon,Mustard,16,141,Diesel,4500,1.0,10152000.0,27207.36,0
2022,Haryana,Rohtak,Sugarcane,19,61,Diesel,18000,1.0,20862000.0,55910.16,0
2016,Punjab,Amritsar,Paddy,12,95,Electric,15000,0.8,13680000.0,20520.0,0
2023,Haryana,Gurgaon,Mustard,49,92,Diesel,4500,1.0,20286000.0,54366.48,0
2021,Haryana,Panipat,Mustard,6,165,Electric,4500,0.8,3564000.0,5346.0,0
2023,Punjab,Bathinda,Maize,27,71,Diesel,4000,1.0,7668000.0,20550.24,0
2017,Punjab,Patiala,Wheat,14,101,Diesel,5000,1.0,7070000.0,18947.600000000002,0
2020,Haryana,Panipat,Maize,16,113,Diesel,4000,1.0,7232000.0,19381.760000000002,0
2016,Haryana,Gurgaon,Paddy,46,156,Diesel,15000,1.0,107640000.0,288475.2,0
2016,Punjab,Amritsar,Cotton,25,61,Electric,7000,0.8,8540000.0,12810.0,0
2022,Haryana,Hisar,Maize,46,97,Diesel,4000,1.0,17848000.0,47832.64,0
2022,Punjab,Amritsar,Sugarcane,17,60,Diesel,18000,1.0,18360000.0,49204.8,0
2023,Haryana,Panipat,Sugarcane,31,134,Electric,18000,0.8,59817600.0,89726.4,0
2016,Haryana,Panipat,Wheat,29,83,Diesel,5000,1.0,12035000.0,32253.800000000003,0
2023,Haryana,Karnal,Cotton,39,77,Electric,7000,0.8,16816800.0,25225.199999999997,0
2020,Haryana,Gurgaon,Wheat,19,145,Diesel,5000,1.0,13775000.0,36917.0,0
2020,Punjab,Jalandhar,Maize,5,176,Electric,4000,0.8,2816000.0,4224.0,0
2020,Haryana,Gurgaon,Wheat,20,82,Diesel,5000,1.0,8200000.0,21976.0,0
2021,Haryana,Gurgaon,Wheat,9,101,Diesel,5000,1.0,4545000.0,12180.6,0
2023,Haryana,Gurgaon,Paddy,40,117,Diesel,15000,1.0,70200000.0,188136.0,0
2020,Punjab,Bathinda,Cotton,3,123,Diesel,7000,1.0,2583000.0,6922.4400000000005,0
2016,Haryana,Gurgaon,Maize,47,161,Diesel,4000,1.0,30268000.0,81118.24,0
2017,Punjab,Amritsar,Wheat,49,142,Diesel,5000,1.0,34790000.0,93237.20000000001,0
2018,Haryana,Gurgaon,Sugarcane,30,66,Diesel,18000,1.0,35640000.0,95515.20000000001,0
2017,Haryana,Hisar,Maize,29,128,Diesel,4000,1.0,14848000.0,39792.64,0
2016,Punjab,Bathinda,Maize,20,115,Electric,4000,0.8,7360000.0,11040.0,0
2020,Punjab,Bathinda,Paddy,8,148,Electric,15000,0.8,14208000.0,21312.0,0
2019,Punjab,Patiala,Maize,38,99,Diesel,4000,1.0,15048000.0,40328.64,0
2020,Punjab,Ludhiana,Mustard,16,126,Electric,4500,0.8,7257600.0,10886.400000000001,0
2019,Haryana,Hisar,Paddy,46,113,Electric,15000,0.8,62376000.0,93564.0,0
2022,Haryana,Karnal,Paddy,16,136,Diesel,15000,1.0,32640000.0,87475.20000000001,0
2020,Haryana,Panipat,Paddy,21,87,Electric,15000,0.8,21924000.0,32886.0,0
2016,Punjab,Bathinda,Wheat,40,103,Diesel,5000,1.0,20600000.0,55208.0,0
2023,Punjab,Patiala,Wheat,29,165,Solar,5000,0.6,14355000.0,0.0,1
2016,Punjab,Jalandhar,Wheat,48,157,Diesel,5000,1.0,37680000.0,100982.40000000001,0
2016,Haryana,Rohtak,Mustard,5,68,Diesel,4500,1.0,1530000.0,4100.400000000001,0
2019,Punjab,Jalandhar,Sugarcane,10,64,Diesel,18000,1.0,11520000.0,30873.600000000002,0
2023,Haryana,Hisar,Paddy,49,168,Electric,15000,0.8,98784000.0,148176.0,0
2022,Haryana,Hisar,Paddy,20,168,Electric,15000,0.8,40320000.0,60480.0,0
2020,Punjab,Bathinda,Mustard,2,117,Electric,4500,0.8,842400.0,1263.6,0
2018,Punjab,Jalandhar,Sugarcane,22,123,Solar,18000,0.6,29224800.0,0.0,1
2019,Haryana,Karnal,Wheat,39,105,Diesel,5000,1.0,20475000.0,54873.0,0
2017,Haryana,Panipat,Cotton,35,62,Electric,7000,0.8,12152000.0,18228.0,0
2018,Haryana,Panipat,Mustard,16,129,Solar,4500,0.6,5572800.0,0.0,1
2018,Punjab,Bathinda,Mustard,7,143,Electric,4500,0.8,3603600.0,5405.4,0
2020,Punjab,Patiala,Sugarcane,23,111,Diesel,18000,1.0,45954000.0,123156.72,0
2016,Haryana,Karnal,Maize,14,174,Solar,4000,0.6,5846400.0,0.0,1
2020,Haryana,Panipat,Paddy,7,144,Diesel,15000,1.0,15120000.0,40521.600000000006,0
2017,Haryana,Panipat,Cotton,36,61,Electric,7000,0.8,12297600.0,18446.4,0
2018,Haryana,Karnal,Mustard,23,152,Diesel,4500,1.0,15732000.0,42161.76,0
2020,Haryana,Gurgaon,Wheat,23,157,Diesel,5000,1.0,18055000.0,48387.4,0
2017,Punjab,Ludhiana,Sugarcane,24,136,Diesel,18000,1.0,58752000.0,157455.36000000002,0
2023,Punjab,Patiala,Maize,9,104,Electric,4000,0.8,2995200.0,4492.799999999999,0
2018,Punjab,Ludhiana,Wheat,18,169,Diesel,5000,1.0,15210000.0,40762.8,0
2022,Punjab,Amritsar,Wheat,9,151,Diesel,5000,1.0,6795000.0,18210.600000000002,0
2016,Haryana,Karnal,Wheat,46,97,Diesel,5000,1.0,22310000.0,59790.8,0
2017,Punjab,Ludhiana,Paddy,13,130,Electric,15000,0.8,20280000.0,30420.0,0
2020,Haryana,Panipat,Cotton,28,66,Diesel,7000,1.0,12936000.0,34668.48,0
2020,Punjab,Bathinda,Mustard,26,85,Electric,4500,0.8,7956000.0,11934.0,0
2023,Haryana,Panipat,Mustard,6,73,Diesel,4500,1.0,1971000.0,5282.280000000001,0
2023,Punjab,Bathinda,Wheat,4,175,Diesel,5000,1.0,3500000.0,9380.0,0
2019,Haryana,Panipat,Wheat,40,177,Electric,5000,0.8,28320000.0,42480.0,0
2016,Punjab,Patiala,Wheat,15,161,Diesel,5000,1.0,12075000.0,32361.000000000004,0
2023,Punjab,Ludhiana,Maize,39,172,Diesel,4000,1.0,26832000.0,71909.76000000001,0
2021,Punjab,Amritsar,Cotton,38,75,Diesel,7000,1.0,19950000.0,53466.0,0
2019,Haryana,Hisar,Paddy,8,70,Diesel,15000,1.0,8400000.0,22512.0,0
2023,Haryana,Panipat,Wheat,36,144,Solar,5000,0.6,15552000.0,0.0,1
2016,Haryana,Rohtak,Sugarcane,42,107,Diesel,18000,1.0,80892000.0,216790.56000000003,0
2017,Punjab,Bathinda,Maize,9,140,Diesel,4000,1.0,5040000.0,13507.2,0
2017,Punjab,Patiala,Sugarcane,39,135,Diesel,18000,1.0,94770000.0,253983.6,0
2021,Punjab,Patiala,Paddy,27,67,Electric,15000,0.8,21708000.0,32562.0,0
2018,Punjab,Patiala,Mustard,25,125,Diesel,4500,1.0,14062500.0,37687.5,0
2020,Punjab,Patiala,Sugarcane,41,179,Electric,18000,0.8,105681600.0,158522.40000000002,0
2023,Punjab,Jalandhar,Wheat,8,100,Diesel,5000,1.0,4000000.0,10720.0,0
2019,Haryana,Rohtak,Cotton,37,62,Electric,7000,0.8,12846400.0,19269.6,0
2016,Haryana,Karnal,Sugarcane,25,159,Diesel,18000,1.0,71550000.0,191754.0,0
2021,Haryana,Gurgaon,Maize,28,73,Electric,4000,0.8,6540800.0,9811.2,0
2016,Haryana,Rohtak,Sugarcane,34,178,Diesel,18000,1.0,108936000.0,291948.48000000004,0
2020,Haryana,Rohtak,Cotton,20,104,Electric,7000,0.8,11648000.0,17472.0,0
2021,Haryana,Hisar,Cotton,48,126,Electric,7000,0.8,33868800.0,50803.200000000004,0
2018,Haryana,Karnal,Sugarcane,12,72,Electric,18000,0.8,12441600.0,18662.4,0
2023,Punjab,Jalandhar,Mustard,29,117,Solar,4500,0.6,9161100.0,0.0,1
2021,Punjab,Amritsar,Maize,36,104,Solar,4000,0.6,8985600.0,0.0,1
2021,Haryana,Panipat,Mustard,38,78,Diesel,4500,1.0,13338000.0,35745.840000000004,0
2017,Punjab,Bathinda,Paddy,39,109,Solar,15000,0.6,38259000.0,0.0,1
2021,Punjab,Patiala,Paddy,40,114,Diesel,15000,1.0,68400000.0,183312.0,0
2022,Punjab,Bathinda,Sugarcane,20,82,Solar,18000,0.6,17712000.0,0.0,1
2019,Haryana,Karnal,Paddy,15,177,Electric,15000,0.8,31860000.0,47790.0,0
2018,Punjab,Ludhiana,Maize,29,108,Electric,4000,0.8,10022400.0,15033.599999999999,0
2021,Haryana,Karnal,Sugarcane,8,170,Diesel,18000,1.0,24480000.0,65606.40000000001,0
2018,Punjab,Jalandhar,Sugarcane,18,143,Diesel,18000,1.0,46332000.0,124169.76000000001,0
2022,Punjab,Bathinda,Paddy,46,75,Diesel,15000,1.0,51750000.0,138690.0,0
2020,Haryana,Karnal,Cotton,16,140,Solar,7000,0.6,9408000.0,0.0,1
2019,Haryana,Hisar,Sugarcane,16,129,Solar,18000,0.6,22291200.0,0.0,1
2017,Punjab,Ludhiana,Paddy,43,179,Diesel,15000,1.0,115455000.0,309419.4,0
2017,Punjab,Amritsar,Wheat,22,61,Diesel,5000,1.0,6710000.0,17982.8,0
2022,Punjab,Ludhiana,Maize,33,105,Diesel,4000,1.0,13860000.0,37144.8,0
2018,Punjab,Patiala,Sugarcane,19,125,Diesel,18000,1.0,42750000.0,114570.0,0
2023,Haryana,Gurgaon,Wheat,7,76,Diesel,5000,1.0,2660000.0,7128.8,0
2019,Punjab,Bathinda,Sugarcane,39,101,Diesel,18000,1.0,70902000.0,190017.36000000002,0
2019,Haryana,Hisar,Sugarcane,46,148,Solar,18000,0.6,73526400.0,0.0,1
2019,Haryana,Rohtak,Maize,19,62,Solar,4000,0.6,2827200.0,0.0,1
2020,Punjab,Ludhiana,Wheat,24,102,Diesel,5000,1.0,12240000.0,32803.200000000004,0
2019,Haryana,Karnal,Cotton,3,118,Diesel,7000,1.0,2478000.0,6641.04,0
2023,Haryana,Rohtak,Cotton,43,80,Solar,7000,0.6,14448000.0,0.0,1
2021,Haryana,Hisar,Maize,23,88,Electric,4000,0.8,6476800.0,9715.2,0
2016,Punjab,Ludhiana,Wheat,13,70,Diesel,5000,1.0,4550000.0,12194.0,0
2022,Punjab,Bathinda,Mustard,29,112,Diesel,4500,1.0,14616000.0,39170.880000000005,0
2022,Punjab,Jalandhar,Maize,42,160,Diesel,4000,1.0,26880000.0,72038.40000000001,0
2017,Haryana,Hisar,Sugarcane,10,93,Electric,18000,0.8,13392000.0,20088.0,0
2021,Punjab,Patiala,Sugarcane,27,114,Diesel,18000,1.0,55404000.0,148482.72,0
2016,Punjab,Patiala,Sugarcane,48,135,Diesel,18000,1.0,116640000.0,312595.2,0
2020,Punjab,Bathinda,Sugarcane,8,107,Diesel,18000,1.0,15408000.0,41293.44,0
2020,Punjab,Jalandhar,Wheat,22,97,Diesel,5000,1.0,10670000.0,28595.600000000002,0
2018,Haryana,Panipat,Paddy,8,141,Solar,15000,0.6,10152000.0,0.0,1
2016,Haryana,Gurgaon,Sugarcane,30,89,Diesel,18000,1.0,48060000.0,128800.8,0
2019,Punjab,Ludhiana,Sugarcane,23,107,Solar,18000,0.6,26578800.0,0.0,1
2023,Punjab,Patiala,Wheat,42,162,Diesel,5000,1.0,34020000.0,91173.6,0
2019,Haryana,Karnal,Sugarcane,40,161,Diesel,18000,1.0,115920000.0,310665.60000000003,0
2022,Punjab,Jalandhar,Sugarcane,13,122,Diesel,18000,1.0,28548000.0,76508.64,0
2021,Punjab,Jalandhar,Mustard,45,77,Diesel,4500,1.0,15592500.0,41787.9,0
2021,Haryana,Hisar,Paddy,13,163,Electric,15000,0.8,25428000.0,38142.0,0
2017,Haryana,Gurgaon,Maize,3,132,Electric,4000,0.8,1267200.0,1900.8000000000002,0
2019,Punjab,Jalandhar,Paddy,16,84,Electric,15000,0.8,16128000.0,24192.0,0
2023,Haryana,Hisar,Maize,36,104,Diesel,4000,1.0,14976000.0,40135.68,0
2016,Punjab,Patiala,Sugarcane,28,71,Electric,18000,0.8,28627200.0,42940.8,0
2017,Punjab,Ludhiana,Maize,15,179,Diesel,4000,1.0,10740000.0,28783.2,0
2022,Punjab,Bathinda,Wheat,12,84,Diesel,5000,1.0,5040000.0,13507.2,0
2022,Punjab,Patiala,Wheat,49,62,Solar,5000,0.6,9114000.0,0.0,1
2023,Punjab,Bathinda,Cotton,13,141,Diesel,7000,1.0,12831000.0,34387.08,0
2020,Punjab,Ludhiana,Paddy,12,78,Diesel,15000,1.0,14040000.0,37627.200000000004,0
2017,Punjab,Amritsar,Maize,27,146,Diesel,4000,1.0,15768000.0,42258.240000000005,0
2017,Punjab,Amritsar,Cotton,28,161,Diesel,7000,1.0,31556000.0,84570.08,0
2019,Punjab,Ludhiana,Mustard,44,146,Solar,4500,0.6,17344800.0,0.0,1
2018,Haryana,Gurgaon,Maize,7,147,Diesel,4000,1.0,4116000.0,11030.880000000001,0
2021,Haryana,Gurgaon,Maize,31,68,Diesel,4000,1.0,8432000.0,22597.760000000002,0
2022,Haryana,Gurgaon,Paddy,36,81,Diesel,15000,1.0,43740000.0,117223.20000000001,0
2019,Haryana,Rohtak,Sugarcane,18,80,Diesel,18000,1.0,25920000.0,69465.6,0
2018,Punjab,Ludhiana,Maize,17,77,Diesel,4000,1.0,5236000.0,14032.480000000001,0
2018,Punjab,Bathinda,Paddy,5,120,Solar,15000,0.6,5400000.0,0.0,1
2016,Haryana,Hisar,Mustard,30,73,Diesel,4500,1.0,9855000.0,26411.4,0
